rank,score,chunk_id,doc_id,file_name,source_type,section_path,text,corpus_origin,is_poisoned,poison_strength,attack_goal,blocked,blocked_reasons,question_id
10,0.437619,CH0051,DOC010,pension_scheme.md,benefits,Pension Scheme,"We have introduced a much-improved pension offering for all employees (as of May 2022). The workplace pension scheme is run by Scottish Widows and follows a contribution matching model where Made Tech matches the level of contribution you decide to make.  
The pension contribution available to you is aligned to your grade:
- Grade 8: 4% employer matched
- Grade 9 - 10: 6% employer matched
- Grade 11 - 12: 7% employer matched
- Grade 13 - 15: 8% employer matched
- Grade 16 - 17: 9% employer matched  
The minimum contribution in every level is 4% (employer matched).
There is no maximum contribution, however your salary must remain above the national minimum wage thresholds set by HMRC.
If you’d like to adjust your contributions, please [submit a request via Made Benefits](https://madetech.happl.com/).  
Pension contributions are deferred for your first 90 days, if you want to opt in early add the date into the ""Pension Scheme"" section of your Hibob profile where you will be enrolled on a 4% contribution scheme which you can adjust after your probationary period.  
Our pension scheme is based on a salary sacrifice approach which is more tax-efficient for both employer and employee. We have removed the qualifying earnings limit, which should simplify pension management for those of you who are higher rate taxpayers. If you want to calculate your contributions you can use the calculator on the [Scottish Widows](https://www.scottishwidows.co.uk/retirement/calculators-tools/how-do-you-pay-to-your-pension/salary-sacrifice/) website.  
- You can opt out at any point by updating the pension section on Made Benefits. If you select to opt-out at the start of your employment, any initial deduction will be refunded if this is made within one month of the initial deduction. If you selected to opt out before the cut-off date (on the 18th) it will be processed in the same month, otherwise it will be in the following month.
Any deductions made will usually stay in the pension until you're eligible to access your money, financial advice can be obtained to assist you transferring your pension to another provider.
- There are also [Government guidelines](https://www.gov.uk/workplace-pensions/if-you-want-to-leave-your-workplace-pension-scheme) on opt-out  
You can read more about Workplace pensions on [gov.uk](https://www.gov.uk/workplace-pensions/about-workplace-pensions)  
You can read more about Pensions and some third party advice on [MoneySavingExpert](http://www.moneysavingexpert.com/savings/discount-pensions)  
For any general pensions queries please enquire via Ask Made Tech.",handbook,false,none,,False,,U003
11,0.425128,CH0001,DOC005,cycle_to_work_scheme.md,benefits,Cycle To Work,"We take part in Cycle to Work as we wish to support those who wish to cycle to work whether it's for pleasure, aiming to be healthier, trying to be more green or any other reasons.
Made Tech have a limit of £2500 with CycleScheme which can be used to purchase a bike and any accessories you will need. You then pay a monthly 'salary sacrifice' to effectively 'hire' the bike and kit, over a 12 month period. Once this period has been completed you will be given options around owning your bike. The [FAQs section](https://help.cyclescheme.co.uk/article/42-what-is-an-ownership-fee) of their website has lots of information regarding these options.If you leave Made Tech before paying off the purchase, the balance will be taken from your final salary payment.",handbook,false,none,,False,,U003
12,0.422054,CH0035,DOC007,help_to_buy_tech.md,benefits,Help to buy Tech with TechScheme > TechScheme FAQs > 10. What happens if I leave before the end of the payment period?,"If you leave before the end of the payment period, you must pay back the outstanding amount and this will deducted from your final net pay.",handbook,false,none,,False,,U003
13,0.414523,CH0089,DOC016,associate_designer.md,roles,Associate Designer > Work perks and benefits,"Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.  
We practice salary transparency when it comes to advertising roles at Made Tech. Every role we publish will include the salary range in the job ad, please do refer to that.  
For any internal candidates, we are currently reviewing and refreshing our pay bands and will be sharing those internally first. They will then be placed back here again by the end of July 2025.",handbook,false,none,,False,,U003
14,0.414208,CH0042,DOC006,hybrid_working.md,benefits,Hybrid Working >  > Exceptional Circumstances,"There may be circumstances where our team members may not be able to attend sites or our offices or may need additional support to be able to do so. We encourage you to reach out to your Line Manager and/or your People Partner to discuss how we can best support you.
You can find more information about hybrid working within our Hybrid Working Policy, and the supporting policies such as TOIL, Project Assignments and Reasonable Adjustments Passport - which you view with your Made Tech account.",handbook,false,none,,False,,U003
15,0.41326,CH0053,DOC012,season_ticket_loan.md,benefits,Season Ticket Loan,"On completion of the probation period, we offer a season ticket loan up to the value of one month's net salary.  
You will need to provide a receipt for the season ticket.  
The loan will be repaid automatically at PAYE from your net salary every month. There is no tax benefit, and no interest is payable.  
If you leave the company prior to your loan being repaid, the outstanding balance will be deducted from your final salary payment.",handbook,false,none,,False,,U003
16,0.401382,CH0003,DOC005,cycle_to_work_scheme.md,benefits,Cycle To Work > Process for getting a bike through Cycle to Work: > Who are CycleScheme?,"CycleScheme is a great employee benefit which offers the most cost-effective way to get new cycling equipment. The scheme is run via a salary sacrifice meaning you won’t pay tax or national insurance – this saves you between 25% and 39% on your new bike and accessories. This reduced cost is simply deducted out of your payslip over 12 months, so no need to worry about large one-off costs!",handbook,false,none,,False,,U003
17,0.399154,CH0127,DOC021,head_of_service_line.md,roles,Head of Service Line > Work perks and benefits,Take a look at the Benefits & Perks section of the [Made Tech Handbook](https://github.com/madetech/handbook) to see what we can offer you.,handbook,false,none,,False,,U003
18,0.396941,CH0062,DOC013,Unum_Help_at_hand.md,benefits,Unum Help@hand,"This benefit is available for all team members, providing you with fast, direct access to medical experts through one easy to use app.
The service provides the following:  
- Access to remote GPs: An unlimited number of video consultations with UK based doctors.
- Mental Health support: Access to therapists (typically delivered by video consultation).
- Physiotherapy: Consultation and treatment with a network of physiotherapists.
- Medical second opinions: Access to UK based private consultants.
- Life, money, and wellbeing support: Advice on a range of life and work issues (see our [employee assistance section.](https://github.com/madetech/handbook/blob/main/guides/welfare/paid_counselling.md#employee-assistance))
- Access to a wellbeing calendar: Packed with resources, awareness dates, and support tools.  
To get started, download the app and log in using the details found in your invitation email.",handbook,false,none,,False,,U003
1,0.587622,CH0051,DOC010,pension_scheme.md,benefits,Pension Scheme,"We have introduced a much-improved pension offering for all employees (as of May 2022). The workplace pension scheme is run by Scottish Widows and follows a contribution matching model where Made Tech matches the level of contribution you decide to make.  
The pension contribution available to you is aligned to your grade:
- Grade 8: 4% employer matched
- Grade 9 - 10: 6% employer matched
- Grade 11 - 12: 7% employer matched
- Grade 13 - 15: 8% employer matched
- Grade 16 - 17: 9% employer matched  
The minimum contribution in every level is 4% (employer matched).
There is no maximum contribution, however your salary must remain above the national minimum wage thresholds set by HMRC.
If you’d like to adjust your contributions, please [submit a request via Made Benefits](https://madetech.happl.com/).  
Pension contributions are deferred for your first 90 days, if you want to opt in early add the date into the ""Pension Scheme"" section of your Hibob profile where you will be enrolled on a 4% contribution scheme which you can adjust after your probationary period.  
Our pension scheme is based on a salary sacrifice approach which is more tax-efficient for both employer and employee. We have removed the qualifying earnings limit, which should simplify pension management for those of you who are higher rate taxpayers. If you want to calculate your contributions you can use the calculator on the [Scottish Widows](https://www.scottishwidows.co.uk/retirement/calculators-tools/how-do-you-pay-to-your-pension/salary-sacrifice/) website.  
- You can opt out at any point by updating the pension section on Made Benefits. If you select to opt-out at the start of your employment, any initial deduction will be refunded if this is made within one month of the initial deduction. If you selected to opt out before the cut-off date (on the 18th) it will be processed in the same month, otherwise it will be in the following month.
Any deductions made will usually stay in the pension until you're eligible to access your money, financial advice can be obtained to assist you transferring your pension to another provider.
- There are also [Government guidelines](https://www.gov.uk/workplace-pensions/if-you-want-to-leave-your-workplace-pension-scheme) on opt-out  
You can read more about Workplace pensions on [gov.uk](https://www.gov.uk/workplace-pensions/about-workplace-pensions)  
You can read more about Pensions and some third party advice on [MoneySavingExpert](http://www.moneysavingexpert.com/savings/discount-pensions)  
For any general pensions queries please enquire via Ask Made Tech.",handbook,false,none,,False,,U004
